/home/tspan123/Sky_is_the_Limit/data/FSC/FSC/wavs
0a3129c0-4474-11e9-a9a5-5dbec3b8816a.wav	29722
0ee42a80-4474-11e9-a9a5-5dbec3b8816a.wav	22291
144d5be0-4474-11e9-a9a5-5dbec3b8816a.wav	34180
1811b6e0-4474-11e9-a9a5-5dbec3b8816a.wav	35666
1d9f3920-4474-11e9-a9a5-5dbec3b8816a.wav	31208
269fc210-4474-11e9-a9a5-5dbec3b8816a.wav	28235
5bbda3f0-4478-11e9-a9a5-5dbec3b8816a.wav	38638
6436ad60-4478-11e9-a9a5-5dbec3b8816a.wav	35666
6a1cd6f0-4478-11e9-a9a5-5dbec3b8816a.wav	31208
72160200-4478-11e9-a9a5-5dbec3b8816a.wav	32694
74d262e0-4478-11e9-a9a5-5dbec3b8816a.wav	34180
77cb5790-4478-11e9-a9a5-5dbec3b8816a.wav	37152
7aab1ef0-4478-11e9-a9a5-5dbec3b8816a.wav	37152
7d87b200-4478-11e9-a9a5-5dbec3b8816a.wav	38638
8070ef40-4478-11e9-a9a5-5dbec3b8816a.wav	28235
82e4fc80-4478-11e9-a9a5-5dbec3b8816a.wav	29722
870ef720-4478-11e9-a9a5-5dbec3b8816a.wav	23777
892a8420-4478-11e9-a9a5-5dbec3b8816a.wav	20805
8b443c60-4478-11e9-a9a5-5dbec3b8816a.wav	22291
8ddd36c0-4478-11e9-a9a5-5dbec3b8816a.wav	29722
907594e0-4478-11e9-a9a5-5dbec3b8816a.wav	25263
95528bd0-4478-11e9-a9a5-5dbec3b8816a.wav	23777
97bc86f0-4478-11e9-a9a5-5dbec3b8816a.wav	26749
9a76ec00-4478-11e9-a9a5-5dbec3b8816a.wav	31208
9f2de460-4478-11e9-a9a5-5dbec3b8816a.wav	25263
a50986a0-4478-11e9-a9a5-5dbec3b8816a.wav	35666
a7f64650-4478-11e9-a9a5-5dbec3b8816a.wav	37152
ab6380a0-4478-11e9-a9a5-5dbec3b8816a.wav	49041
ae75f0c0-4478-11e9-a9a5-5dbec3b8816a.wav	44582
b134c2a0-4478-11e9-a9a5-5dbec3b8816a.wav	35666
b3bc30d0-4478-11e9-a9a5-5dbec3b8816a.wav	34180
b705dd90-4478-11e9-a9a5-5dbec3b8816a.wav	50527
ba56dd50-4478-11e9-a9a5-5dbec3b8816a.wav	46068
bdb76d70-4478-11e9-a9a5-5dbec3b8816a.wav	47554
c406e020-4478-11e9-a9a5-5dbec3b8816a.wav	49041
d00084d0-4478-11e9-a9a5-5dbec3b8816a.wav	41610
d3421b40-4478-11e9-a9a5-5dbec3b8816a.wav	49041
d651cc40-4478-11e9-a9a5-5dbec3b8816a.wav	40124
d91d4850-4478-11e9-a9a5-5dbec3b8816a.wav	38638
dbc006b0-4478-11e9-a9a5-5dbec3b8816a.wav	37152
dead3b90-4478-11e9-a9a5-5dbec3b8816a.wav	41610
e1c74cd0-4478-11e9-a9a5-5dbec3b8816a.wav	46068
e497d1f0-4478-11e9-a9a5-5dbec3b8816a.wav	38638
e743df20-4478-11e9-a9a5-5dbec3b8816a.wav	37152
e9fe9250-4478-11e9-a9a5-5dbec3b8816a.wav	37152
ecdad740-4478-11e9-a9a5-5dbec3b8816a.wav	40124
f3a3bfb0-4478-11e9-a9a5-5dbec3b8816a.wav	43096
f6d99650-4478-11e9-a9a5-5dbec3b8816a.wav	44582
fa2dca60-4478-11e9-a9a5-5dbec3b8816a.wav	40124
ffc2c6b0-4478-11e9-a9a5-5dbec3b8816a.wav	35666
063aa8f0-4479-11e9-a9a5-5dbec3b8816a.wav	40124
0cd666e0-4479-11e9-a9a5-5dbec3b8816a.wav	47554
1288d640-4479-11e9-a9a5-5dbec3b8816a.wav	35666
183f6450-4479-11e9-a9a5-5dbec3b8816a.wav	40124
1b40e480-4479-11e9-a9a5-5dbec3b8816a.wav	40124
1dfa1110-4479-11e9-a9a5-5dbec3b8816a.wav	35666
256b2060-4479-11e9-a9a5-5dbec3b8816a.wav	28235
2bf9e600-4479-11e9-a9a5-5dbec3b8816a.wav	25263
2e4b5010-4479-11e9-a9a5-5dbec3b8816a.wav	23777
30e3d540-4479-11e9-a9a5-5dbec3b8816a.wav	32694
33a69ec0-4479-11e9-a9a5-5dbec3b8816a.wav	37152
35fdd530-4479-11e9-a9a5-5dbec3b8816a.wav	28235
3acc7440-4479-11e9-a9a5-5dbec3b8816a.wav	22291
4b14b290-4479-11e9-a9a5-5dbec3b8816a.wav	62415
4f754d90-4479-11e9-a9a5-5dbec3b8816a.wav	62415
54942f80-4479-11e9-a9a5-5dbec3b8816a.wav	78762
5fa289d0-4479-11e9-a9a5-5dbec3b8816a.wav	34180
623cbcb0-4479-11e9-a9a5-5dbec3b8816a.wav	32694
64d89d40-4479-11e9-a9a5-5dbec3b8816a.wav	32694
69445bd0-4479-11e9-a9a5-5dbec3b8816a.wav	19319
6bfc4fe0-4479-11e9-a9a5-5dbec3b8816a.wav	26749
6ece82b0-4479-11e9-a9a5-5dbec3b8816a.wav	32694
769cf440-4479-11e9-a9a5-5dbec3b8816a.wav	37152
78895af0-4479-11e9-a9a5-5dbec3b8816a.wav	20805
7ad87b10-4479-11e9-a9a5-5dbec3b8816a.wav	26749
7d5d7840-4479-11e9-a9a5-5dbec3b8816a.wav	26749
8554a780-4479-11e9-a9a5-5dbec3b8816a.wav	40124
894c6e90-4479-11e9-a9a5-5dbec3b8816a.wav	47554
8c300680-4479-11e9-a9a5-5dbec3b8816a.wav	35666
8f0c4b70-4479-11e9-a9a5-5dbec3b8816a.wav	35666
96357c50-4479-11e9-a9a5-5dbec3b8816a.wav	46068
98c88340-4479-11e9-a9a5-5dbec3b8816a.wav	29722
9ae5e500-4479-11e9-a9a5-5dbec3b8816a.wav	25263
9da79d10-4479-11e9-a9a5-5dbec3b8816a.wav	22291
a9b9d2d0-4479-11e9-a9a5-5dbec3b8816a.wav	52013
ad5b6390-4479-11e9-a9a5-5dbec3b8816a.wav	44582
b0acff90-4479-11e9-a9a5-5dbec3b8816a.wav	49041
b54aa390-4479-11e9-a9a5-5dbec3b8816a.wav	49041
bf3e8d30-4479-11e9-a9a5-5dbec3b8816a.wav	47554
c35267c0-4479-11e9-a9a5-5dbec3b8816a.wav	53499
c6a16bb0-4479-11e9-a9a5-5dbec3b8816a.wav	38638
ccf5c060-4479-11e9-a9a5-5dbec3b8816a.wav	29722
d06da910-4479-11e9-a9a5-5dbec3b8816a.wav	50527
d3d2f420-4479-11e9-a9a5-5dbec3b8816a.wav	44582
d6f17230-4479-11e9-a9a5-5dbec3b8816a.wav	44582
e46de650-4479-11e9-a9a5-5dbec3b8816a.wav	32694
e7ff7180-4479-11e9-a9a5-5dbec3b8816a.wav	49041
eef165c0-4479-11e9-a9a5-5dbec3b8816a.wav	41610
f268d940-4479-11e9-a9a5-5dbec3b8816a.wav	53499
f56d1890-4479-11e9-a9a5-5dbec3b8816a.wav	43096
f8966c10-4479-11e9-a9a5-5dbec3b8816a.wav	47554
fb19bb90-4479-11e9-a9a5-5dbec3b8816a.wav	32694
fed7fc10-4479-11e9-a9a5-5dbec3b8816a.wav	53499
029f6450-447a-11e9-a9a5-5dbec3b8816a.wav	50527
07858300-447a-11e9-a9a5-5dbec3b8816a.wav	25263
09bd4a90-447a-11e9-a9a5-5dbec3b8816a.wav	20805
120de470-447a-11e9-a9a5-5dbec3b8816a.wav	37152
1da8c750-447a-11e9-a9a5-5dbec3b8816a.wav	52013
2485d400-447a-11e9-a9a5-5dbec3b8816a.wav	50527
27565920-447a-11e9-a9a5-5dbec3b8816a.wav	28235
2ac01100-447a-11e9-a9a5-5dbec3b8816a.wav	46068
3892bb70-447a-11e9-a9a5-5dbec3b8816a.wav	43096
3cc8eb10-447a-11e9-a9a5-5dbec3b8816a.wav	41610
3f830200-447a-11e9-a9a5-5dbec3b8816a.wav	28235
4340a640-447a-11e9-a9a5-5dbec3b8816a.wav	52013
46da20b0-447a-11e9-a9a5-5dbec3b8816a.wav	53499
4e922410-447a-11e9-a9a5-5dbec3b8816a.wav	62415
5287c840-447a-11e9-a9a5-5dbec3b8816a.wav	54985
5d319460-447a-11e9-a9a5-5dbec3b8816a.wav	47554
63cb7d90-447a-11e9-a9a5-5dbec3b8816a.wav	59443
6a97c160-447a-11e9-a9a5-5dbec3b8816a.wav	47554
6e121b10-447a-11e9-a9a5-5dbec3b8816a.wav	46068
71c5ad30-447a-11e9-a9a5-5dbec3b8816a.wav	53499
75407c10-447a-11e9-a9a5-5dbec3b8816a.wav	49041
78265df0-447a-11e9-a9a5-5dbec3b8816a.wav	35666
7aa65210-447a-11e9-a9a5-5dbec3b8816a.wav	25263
7ec688b0-447a-11e9-a9a5-5dbec3b8816a.wav	13375
8b048960-447a-11e9-a9a5-5dbec3b8816a.wav	32694
8e8599d0-447a-11e9-a9a5-5dbec3b8816a.wav	31208
96d71e10-447a-11e9-a9a5-5dbec3b8816a.wav	28235
9e9059f0-447a-11e9-a9a5-5dbec3b8816a.wav	28235
ac4fca80-447a-11e9-a9a5-5dbec3b8816a.wav	28235
b1dcd790-447a-11e9-a9a5-5dbec3b8816a.wav	38638
b47c1380-447a-11e9-a9a5-5dbec3b8816a.wav	25263
ce762960-447a-11e9-a9a5-5dbec3b8816a.wav	23777
d6207120-447a-11e9-a9a5-5dbec3b8816a.wav	35666
d8f785f0-447a-11e9-a9a5-5dbec3b8816a.wav	40124
db510650-447a-11e9-a9a5-5dbec3b8816a.wav	26749
dddfc780-447a-11e9-a9a5-5dbec3b8816a.wav	29722
e0ec9250-447a-11e9-a9a5-5dbec3b8816a.wav	43096
e6fc15d0-447a-11e9-a9a5-5dbec3b8816a.wav	38638
ecd56e20-447a-11e9-a9a5-5dbec3b8816a.wav	43096
f13a75f0-447a-11e9-a9a5-5dbec3b8816a.wav	71332
0fd56420-447b-11e9-a9a5-5dbec3b8816a.wav	53499
1a7b38a0-447b-11e9-a9a5-5dbec3b8816a.wav	77276
2b43ca80-447b-11e9-a9a5-5dbec3b8816a.wav	75790
2fb15dd0-447b-11e9-a9a5-5dbec3b8816a.wav	44582
3710b9e0-447b-11e9-a9a5-5dbec3b8816a.wav	29722
39c24550-447b-11e9-a9a5-5dbec3b8816a.wav	26749
3c26c230-447b-11e9-a9a5-5dbec3b8816a.wav	25263
405a80d0-447b-11e9-a9a5-5dbec3b8816a.wav	23777
43275c70-447b-11e9-a9a5-5dbec3b8816a.wav	32694
45c47580-447b-11e9-a9a5-5dbec3b8816a.wav	29722
47f5ad60-447b-11e9-a9a5-5dbec3b8816a.wav	22291
4a8299d0-447b-11e9-a9a5-5dbec3b8816a.wav	29722
4d3b0310-447b-11e9-a9a5-5dbec3b8816a.wav	37152
4f9e4770-447b-11e9-a9a5-5dbec3b8816a.wav	25263
576a20f0-447b-11e9-a9a5-5dbec3b8816a.wav	34180
64278ad0-447b-11e9-a9a5-5dbec3b8816a.wav	44582
7017e0b0-447b-11e9-a9a5-5dbec3b8816a.wav	38638
76ca0cd0-447b-11e9-a9a5-5dbec3b8816a.wav	50527
7cfad3f0-447b-11e9-a9a5-5dbec3b8816a.wav	35666
7fa2c270-447b-11e9-a9a5-5dbec3b8816a.wav	32694
81ea8f90-447b-11e9-a9a5-5dbec3b8816a.wav	23777
